Bloc	Knesset	Locality	Party	Station	Votes
Micro	13	40000	41	2480	1
Micro	13	40000	42	2480	2
Micro	13	40000	43	2480	0
Arab-Israeli	13	40000	44	2480	0
Micro	13	40000	45	2480	0
Right	13	40000	46	2480	32
Micro	13	40000	47	2480	2
Micro	13	40000	48	2480	0
Micro	13	40000	49	2480	0
Orthodox	13	40000	50	2480	2
Right	13	40000	51	2480	4
Left	13	40000	27	2490	349
Orthodox	13	40000	28	2490	29
Orthodox	13	40000	29	2490	3
Micro	13	40000	30	2490	0
Micro	13	40000	31	2490	0
Arab-Israeli	13	40000	32	2490	0
Micro	13	40000	33	2490	0
Right	13	40000	34	2490	9
Micro	13	40000	35	2490	0
Micro	13	40000	36	2490	0
Micro	13	40000	37	2490	0
Micro	13	40000	38	2490	0
Right	13	40000	39	2490	124
Left	13	40000	40	2490	77
Micro	13	40000	41	2490	1
Micro	13	40000	42	2490	0
Micro	13	40000	43	2490	0
Arab-Israeli	13	40000	44	2490	0
Micro	13	40000	45	2490	0
Right	13	40000	46	2490	51
Micro	13	40000	47	2490	1
Micro	13	40000	48	2490	0
Micro	13	40000	49	2490	2
Orthodox	13	40000	50	2490	5
Right	13	40000	51	2490	4
Left	13	40000	27	2500	370
Orthodox	13	40000	28	2500	34
Orthodox	13	40000	29	2500	1
Micro	13	40000	30	2500	6
Micro	13	40000	31	2500	1
Arab-Israeli	13	40000	32	2500	0
Micro	13	40000	33	2500	0
Right	13	40000	34	2500	9
Micro	13	40000	35	2500	0
Micro	13	40000	36	2500	0
Micro	13	40000	37	2500	2
Micro	13	40000	38	2500	0
Right	13	40000	39	2500	107
Left	13	40000	40	2500	83
Micro	13	40000	41	2500	0
Micro	13	40000	42	2500	0
Micro	13	40000	43	2500	0
Arab-Israeli	13	40000	44	2500	0
Micro	13	40000	45	2500	0
Right	13	40000	46	2500	116
Micro	13	40000	47	2500	4
Micro	13	40000	48	2500	0
Micro	13	40000	49	2500	4
Orthodox	13	40000	50	2500	1
Right	13	40000	51	2500	6
Left	13	40000	27	2510	348
Orthodox	13	40000	28	2510	4
Orthodox	13	40000	29	2510	3
Micro	13	40000	30	2510	0
Micro	13	40000	31	2510	2
Arab-Israeli	13	40000	32	2510	1
Micro	13	40000	33	2510	0
Right	13	40000	34	2510	14
Micro	13	40000	35	2510	1
Micro	13	40000	36	2510	0
Micro	13	40000	37	2510	3
Micro	13	40000	38	2510	0
Right	13	40000	39	2510	101
Left	13	40000	40	2510	97
Micro	13	40000	41	2510	1
Micro	13	40000	42	2510	0
Micro	13	40000	43	2510	0
Arab-Israeli	13	40000	44	2510	0
Micro	13	40000	45	2510	0
Right	13	40000	46	2510	70
Micro	13	40000	47	2510	2
Micro	13	40000	48	2510	1
Micro	13	40000	49	2510	1
Orthodox	13	40000	50	2510	0
Right	13	40000	51	2510	2
Left	13	40000	27	2520	304
Orthodox	13	40000	28	2520	4
Orthodox	13	40000	29	2520	7
Micro	13	40000	30	2520	3
Micro	13	40000	31	2520	0
Arab-Israeli	13	40000	32	2520	0
Micro	13	40000	33	2520	0
Right	13	40000	34	2520	5
Micro	13	40000	35	2520	0
Micro	13	40000	36	2520	2
Micro	13	40000	37	2520	0
Micro	13	40000	38	2520	0
Right	13	40000	39	2520	111
Left	13	40000	40	2520	112
Micro	13	40000	41	2520	0
Micro	13	40000	42	2520	2
Micro	13	40000	43	2520	0
Arab-Israeli	13	40000	44	2520	0
Micro	13	40000	45	2520	0
Right	13	40000	46	2520	74
Micro	13	40000	47	2520	4
Micro	13	40000	48	2520	0
Micro	13	40000	49	2520	0
Orthodox	13	40000	50	2520	3
Right	13	40000	51	2520	7
Left	13	40000	27	2530	266
Orthodox	13	40000	28	2530	0
Orthodox	13	40000	29	2530	2
Micro	13	40000	30	2530	0
Micro	13	40000	31	2530	1
Arab-Israeli	13	40000	32	2530	1
Micro	13	40000	33	2530	0
Right	13	40000	34	2530	2
Micro	13	40000	35	2530	0
Micro	13	40000	36	2530	0
Micro	13	40000	37	2530	1
Micro	13	40000	38	2530	0
Right	13	40000	39	2530	74
Left	13	40000	40	2530	112
Micro	13	40000	41	2530	0
Micro	13	40000	42	2530	1
Micro	13	40000	43	2530	0
Arab-Israeli	13	40000	44	2530	0
Micro	13	40000	45	2530	0
Right	13	40000	46	2530	67
Micro	13	40000	47	2530	0
Micro	13	40000	48	2530	0
Micro	13	40000	49	2530	1
Orthodox	13	40000	50	2530	1
Right	13	40000	51	2530	1
Left	13	40000	27	2540	331
Orthodox	13	40000	28	2540	1
Orthodox	13	40000	29	2540	0
Micro	13	40000	30	2540	0
Micro	13	40000	31	2540	0
Arab-Israeli	13	40000	32	2540	0
Micro	13	40000	33	2540	0
Right	13	40000	34	2540	6
Micro	13	40000	35	2540	0
Micro	13	40000	36	2540	0
Micro	13	40000	37	2540	0
Micro	13	40000	38	2540	0
Right	13	40000	39	2540	94
Left	13	40000	40	2540	136
Micro	13	40000	41	2540	0
Micro	13	40000	42	2540	0
Micro	13	40000	43	2540	1
Arab-Israeli	13	40000	44	2540	0
Micro	13	40000	45	2540	0
Right	13	40000	46	2540	72
Micro	13	40000	47	2540	1
Micro	13	40000	48	2540	0
Micro	13	40000	49	2540	1
Orthodox	13	40000	50	2540	1
Right	13	40000	51	2540	6
Left	13	40000	27	2550	264
Orthodox	13	40000	28	2550	20
Orthodox	13	40000	29	2550	2
Micro	13	40000	30	2550	0
Micro	13	40000	31	2550	0
Arab-Israeli	13	40000	32	2550	10
Micro	13	40000	33	2550	0
Right	13	40000	34	2550	5
Micro	13	40000	35	2550	0
Micro	13	40000	36	2550	0
Micro	13	40000	37	2550	0
Micro	13	40000	38	2550	0
Right	13	40000	39	2550	44
Left	13	40000	40	2550	104
Micro	13	40000	41	2550	0
Micro	13	40000	42	2550	2
Micro	13	40000	43	2550	0
Arab-Israeli	13	40000	44	2550	11
Micro	13	40000	45	2550	7
Right	13	40000	46	2550	32
Micro	13	40000	47	2550	2
Micro	13	40000	48	2550	0
Micro	13	40000	49	2550	1
Orthodox	13	40000	50	2550	3
Right	13	40000	51	2550	11
Left	13	40000	27	2580	307
Orthodox	13	40000	28	2580	5
Orthodox	13	40000	29	2580	2
Micro	13	40000	30	2580	3
Micro	13	40000	31	2580	1
Arab-Israeli	13	40000	32	2580	0
Micro	13	40000	33	2580	0
Right	13	40000	34	2580	11
Micro	13	40000	35	2580	0
Micro	13	40000	36	2580	0
Micro	13	40000	37	2580	2
Micro	13	40000	38	2580	0
Right	13	40000	39	2580	115
Left	13	40000	40	2580	84
Micro	13	40000	41	2580	0
Micro	13	40000	42	2580	4
Micro	13	40000	43	2580	3
Arab-Israeli	13	40000	44	2580	0
Micro	13	40000	45	2580	0
Right	13	40000	46	2580	86
Micro	13	40000	47	2580	5
Micro	13	40000	48	2580	1
Micro	13	40000	49	2580	2
Orthodox	13	40000	50	2580	1
Right	13	40000	51	2580	3
Left	13	40000	27	2750	137
Orthodox	13	40000	28	2750	7
Orthodox	13	40000	29	2750	0
Micro	13	40000	30	2750	0
Micro	13	40000	31	2750	0
Arab-Israeli	13	40000	32	2750	139
Micro	13	40000	33	2750	1
Right	13	40000	34	2750	3
Micro	13	40000	35	2750	0
Micro	13	40000	36	2750	0
Micro	13	40000	37	2750	0
Micro	13	40000	38	2750	0
Right	13	40000	39	2750	15
Left	13	40000	40	2750	106
Micro	13	40000	41	2750	1
Micro	13	40000	42	2750	0
Micro	13	40000	43	2750	1
Arab-Israeli	13	40000	44	2750	5
Micro	13	40000	45	2750	51
Right	13	40000	46	2750	3
Micro	13	40000	47	2750	0
Micro	13	40000	48	2750	0
Micro	13	40000	49	2750	8
Orthodox	13	40000	50	2750	1
Right	13	40000	51	2750	0
Left	13	40000	27	2760	165
Orthodox	13	40000	28	2760	11
Orthodox	13	40000	29	2760	1
Micro	13	40000	30	2760	1
Micro	13	40000	31	2760	0
Arab-Israeli	13	40000	32	2760	118
Micro	13	40000	33	2760	0
Right	13	40000	34	2760	3
Micro	13	40000	35	2760	0
Micro	13	40000	36	2760	0
Micro	13	40000	37	2760	0
Micro	13	40000	38	2760	0
Right	13	40000	39	2760	48
Left	13	40000	40	2760	111
Micro	13	40000	41	2760	3
Micro	13	40000	42	2760	2
Micro	13	40000	43	2760	0
Arab-Israeli	13	40000	44	2760	2
Micro	13	40000	45	2760	30
Right	13	40000	46	2760	10
Micro	13	40000	47	2760	4
Micro	13	40000	48	2760	2
Micro	13	40000	49	2760	4
Orthodox	13	40000	50	2760	0
Right	13	40000	51	2760	0
Left	13	40000	27	2770	144
Orthodox	13	40000	28	2770	3
Orthodox	13	40000	29	2770	6
Micro	13	40000	30	2770	0
Micro	13	40000	31	2770	0
Arab-Israeli	13	40000	32	2770	101
Micro	13	40000	33	2770	0
Right	13	40000	34	2770	6
Micro	13	40000	35	2770	0
Micro	13	40000	36	2770	0
Micro	13	40000	37	2770	1
Micro	13	40000	38	2770	0
Right	13	40000	39	2770	68
Left	13	40000	40	2770	66
Micro	13	40000	41	2770	0
Micro	13	40000	42	2770	0
Micro	13	40000	43	2770	1
Arab-Israeli	13	40000	44	2770	4
Micro	13	40000	45	2770	43
Right	13	40000	46	2770	5
Micro	13	40000	47	2770	1
Micro	13	40000	48	2770	0
Micro	13	40000	49	2770	0
Orthodox	13	40000	50	2770	2
Right	13	40000	51	2770	0
Left	13	40000	27	2780	192
Orthodox	13	40000	28	2780	7
Orthodox	13	40000	29	2780	8
Micro	13	40000	30	2780	5
Micro	13	40000	31	2780	0
Arab-Israeli	13	40000	32	2780	88
Micro	13	40000	33	2780	0
Right	13	40000	34	2780	3
Micro	13	40000	35	2780	0
Micro	13	40000	36	2780	0
Micro	13	40000	37	2780	0
Micro	13	40000	38	2780	0
Right	13	40000	39	2780	51
Left	13	40000	40	2780	95
Micro	13	40000	41	2780	0
Micro	13	40000	42	2780	0
Micro	13	40000	43	2780	0
Arab-Israeli	13	40000	44	2780	15
Micro	13	40000	45	2780	46
Right	13	40000	46	2780	15
Micro	13	40000	47	2780	5
Micro	13	40000	48	2780	0
Micro	13	40000	49	2780	1
Orthodox	13	40000	50	2780	0
Right	13	40000	51	2780	2
Left	13	40000	27	2790	143
Orthodox	13	40000	28	2790	10
Orthodox	13	40000	29	2790	3
Micro	13	40000	30	2790	1
Micro	13	40000	31	2790	0
Arab-Israeli	13	40000	32	2790	47
Micro	13	40000	33	2790	0
Right	13	40000	34	2790	5
Micro	13	40000	35	2790	0
Micro	13	40000	36	2790	0
Micro	13	40000	37	2790	0
Micro	13	40000	38	2790	0
Right	13	40000	39	2790	54
Left	13	40000	40	2790	62
Micro	13	40000	41	2790	1
Micro	13	40000	42	2790	0
Micro	13	40000	43	2790	0
Arab-Israeli	13	40000	44	2790	7
Micro	13	40000	45	2790	38
Right	13	40000	46	2790	6
Micro	13	40000	47	2790	13
Micro	13	40000	48	2790	1
Micro	13	40000	49	2790	4
Orthodox	13	40000	50	2790	4
Right	13	40000	51	2790	0
Left	13	40000	27	2800	278
Orthodox	13	40000	28	2800	17
Orthodox	13	40000	29	2800	2
Micro	13	40000	30	2800	23
Micro	13	40000	31	2800	0
Arab-Israeli	13	40000	32	2800	25
Micro	13	40000	33	2800	0
Right	13	40000	34	2800	11
Micro	13	40000	35	2800	2
Micro	13	40000	36	2800	0
Micro	13	40000	37	2800	0
Micro	13	40000	38	2800	0
Right	13	40000	39	2800	146
Left	13	40000	40	2800	60
Micro	13	40000	41	2800	0
Micro	13	40000	42	2800	3
Micro	13	40000	43	2800	0
Arab-Israeli	13	40000	44	2800	2
Micro	13	40000	45	2800	5
Right	13	40000	46	2800	31
Micro	13	40000	47	2800	13
Micro	13	40000	48	2800	1
Micro	13	40000	49	2800	0
Orthodox	13	40000	50	2800	6
Right	13	40000	51	2800	16
Left	13	40000	27	2830	299
Orthodox	13	40000	28	2830	5
Orthodox	13	40000	29	2830	4
Micro	13	40000	30	2830	0
Micro	13	40000	31	2830	1
Arab-Israeli	13	40000	32	2830	0
Micro	13	40000	33	2830	0
Right	13	40000	34	2830	13
Micro	13	40000	35	2830	0
Micro	13	40000	36	2830	1
Micro	13	40000	37	2830	2
Micro	13	40000	38	2830	0
Right	13	40000	39	2830	139
Left	13	40000	40	2830	59
Micro	13	40000	41	2830	1
Micro	13	40000	42	2830	0
Micro	13	40000	43	2830	0
Arab-Israeli	13	40000	44	2830	0
Micro	13	40000	45	2830	0
Right	13	40000	46	2830	65
Micro	13	40000	47	2830	1
Micro	13	40000	48	2830	1
Micro	13	40000	49	2830	2
Orthodox	13	40000	50	2830	3
Right	13	40000	51	2830	4
Left	13	40000	27	2840	180
Orthodox	13	40000	28	2840	24
Orthodox	13	40000	29	2840	20
Micro	13	40000	30	2840	4
Micro	13	40000	31	2840	0
Arab-Israeli	13	40000	32	2840	5
Micro	13	40000	33	2840	0
Right	13	40000	34	2840	11
Micro	13	40000	35	2840	0
Micro	13	40000	36	2840	0
Micro	13	40000	37	2840	0
Micro	13	40000	38	2840	1
Right	13	40000	39	2840	89
Left	13	40000	40	2840	60
Micro	13	40000	41	2840	1
Micro	13	40000	42	2840	0
Micro	13	40000	43	2840	0
Arab-Israeli	13	40000	44	2840	0
Micro	13	40000	45	2840	0
Right	13	40000	46	2840	25
Micro	13	40000	47	2840	6
Micro	13	40000	48	2840	0
Micro	13	40000	49	2840	3
Orthodox	13	40000	50	2840	1
Right	13	40000	51	2840	11
Left	13	40000	27	2850	311
Orthodox	13	40000	28	2850	15
Orthodox	13	40000	29	2850	15
Micro	13	40000	30	2850	10
Micro	13	40000	31	2850	1
Arab-Israeli	13	40000	32	2850	7
Micro	13	40000	33	2850	0
Right	13	40000	34	2850	14
Micro	13	40000	35	2850	0
Micro	13	40000	36	2850	1
Micro	13	40000	37	2850	2
Micro	13	40000	38	2850	0
Right	13	40000	39	2850	143
Left	13	40000	40	2850	78
Micro	13	40000	41	2850	2
Micro	13	40000	42	2850	1
Micro	13	40000	43	2850	1
Arab-Israeli	13	40000	44	2850	0
Micro	13	40000	45	2850	6
Right	13	40000	46	2850	46
Micro	13	40000	47	2850	11
Micro	13	40000	48	2850	0
Micro	13	40000	49	2850	4
Orthodox	13	40000	50	2850	10
Right	13	40000	51	2850	6
Left	13	40000	27	2860	258
Orthodox	13	40000	28	2860	5
Orthodox	13	40000	29	2860	5
Micro	13	40000	30	2860	0
Micro	13	40000	31	2860	0
Arab-Israeli	13	40000	32	2860	12
Micro	13	40000	33	2860	0
Right	13	40000	34	2860	9
Micro	13	40000	35	2860	0
Micro	13	40000	36	2860	0
Micro	13	40000	37	2860	0
Micro	13	40000	38	2860	0
Right	13	40000	39	2860	115
Left	13	40000	40	2860	116
Micro	13	40000	41	2860	0
Micro	13	40000	42	2860	1
Micro	13	40000	43	2860	1
Arab-Israeli	13	40000	44	2860	0
Micro	13	40000	45	2860	1
Right	13	40000	46	2860	59
Micro	13	40000	47	2860	0
Micro	13	40000	48	2860	0
Micro	13	40000	49	2860	6
Orthodox	13	40000	50	2860	1
Right	13	40000	51	2860	3
Left	13	40000	27	2870	191
Orthodox	13	40000	28	2870	14
Orthodox	13	40000	29	2870	18
Micro	13	40000	30	2870	9
Micro	13	40000	31	2870	0
Arab-Israeli	13	40000	32	2870	4
Micro	13	40000	33	2870	1
Right	13	40000	34	2870	1
Micro	13	40000	35	2870	0
Micro	13	40000	36	2870	0
Micro	13	40000	37	2870	0
Micro	13	40000	38	2870	0
Right	13	40000	39	2870	87
Left	13	40000	40	2870	47
Micro	13	40000	41	2870	0
Micro	13	40000	42	2870	2
Micro	13	40000	43	2870	0
Arab-Israeli	13	40000	44	2870	1
Micro	13	40000	45	2870	2
Right	13	40000	46	2870	17
Micro	13	40000	47	2870	11
Micro	13	40000	48	2870	1
Micro	13	40000	49	2870	1
Orthodox	13	40000	50	2870	2
Right	13	40000	51	2870	12
Left	13	40000	27	2880	275
Orthodox	13	40000	28	2880	36
Orthodox	13	40000	29	2880	16
Micro	13	40000	30	2880	11
Micro	13	40000	31	2880	0
Arab-Israeli	13	40000	32	2880	13
Micro	13	40000	33	2880	0
Right	13	40000	34	2880	13
Micro	13	40000	35	2880	0
Micro	13	40000	36	2880	1
Micro	13	40000	37	2880	0
Micro	13	40000	38	2880	0
Right	13	40000	39	2880	117
Left	13	40000	40	2880	63
Micro	13	40000	41	2880	1
Micro	13	40000	42	2880	1
Micro	13	40000	43	2880	2
Arab-Israeli	13	40000	44	2880	1
Micro	13	40000	45	2880	1
Right	13	40000	46	2880	38
Micro	13	40000	47	2880	7
Micro	13	40000	48	2880	0
Micro	13	40000	49	2880	5
Orthodox	13	40000	50	2880	4
Right	13	40000	51	2880	8
Left	13	40000	27	2890	226
Orthodox	13	40000	28	2890	15
Orthodox	13	40000	29	2890	3
Micro	13	40000	30	2890	2
Micro	13	40000	31	2890	0
Arab-Israeli	13	40000	32	2890	0
Micro	13	40000	33	2890	1
Right	13	40000	34	2890	12
Micro	13	40000	35	2890	0
Micro	13	40000	36	2890	0
Micro	13	40000	37	2890	0
Micro	13	40000	38	2890	0
Right	13	40000	39	2890	137
Left	13	40000	40	2890	58
Micro	13	40000	41	2890	0
Micro	13	40000	42	2890	0
Micro	13	40000	43	2890	0
Arab-Israeli	13	40000	44	2890	0
Micro	13	40000	45	2890	0
Right	13	40000	46	2890	34
Micro	13	40000	47	2890	4
Micro	13	40000	48	2890	0
Micro	13	40000	49	2890	3
Orthodox	13	40000	50	2890	4
Right	13	40000	51	2890	13
Left	13	40000	27	2900	267
Orthodox	13	40000	28	2900	10
Orthodox	13	40000	29	2900	11
Micro	13	40000	30	2900	11
Micro	13	40000	31	2900	0
Arab-Israeli	13	40000	32	2900	6
Micro	13	40000	33	2900	2
Right	13	40000	34	2900	9
Micro	13	40000	35	2900	0
Micro	13	40000	36	2900	0
Micro	13	40000	37	2900	0
Micro	13	40000	38	2900	1
Right	13	40000	39	2900	116
Left	13	40000	40	2900	59
Micro	13	40000	41	2900	0
Micro	13	40000	42	2900	0
Micro	13	40000	43	2900	2
Arab-Israeli	13	40000	44	2900	1
Micro	13	40000	45	2900	11
Right	13	40000	46	2900	39
Micro	13	40000	47	2900	15
Micro	13	40000	48	2900	0
Micro	13	40000	49	2900	4
Orthodox	13	40000	50	2900	6
Right	13	40000	51	2900	11
Left	13	40000	27	2910	134
Orthodox	13	40000	28	2910	10
Orthodox	13	40000	29	2910	9
Micro	13	40000	30	2910	8
Micro	13	40000	31	2910	1
Arab-Israeli	13	40000	32	2910	29
Micro	13	40000	33	2910	0
Right	13	40000	34	2910	6
Micro	13	40000	35	2910	0
Micro	13	40000	36	2910	0
Micro	13	40000	37	2910	0
Micro	13	40000	38	2910	0
Right	13	40000	39	2910	107
Left	13	40000	40	2910	37
Micro	13	40000	41	2910	0
Micro	13	40000	42	2910	3
Micro	13	40000	43	2910	0
Arab-Israeli	13	40000	44	2910	2
Micro	13	40000	45	2910	18
Right	13	40000	46	2910	21
Micro	13	40000	47	2910	6
Micro	13	40000	48	2910	0
Micro	13	40000	49	2910	0
Orthodox	13	40000	50	2910	5
Right	13	40000	51	2910	3
Left	13	40000	27	2920	188
Orthodox	13	40000	28	2920	15
Orthodox	13	40000	29	2920	10
Micro	13	40000	30	2920	11
Micro	13	40000	31	2920	0
Arab-Israeli	13	40000	32	2920	26
Micro	13	40000	33	2920	0
Right	13	40000	34	2920	8
Micro	13	40000	35	2920	0
Micro	13	40000	36	2920	0
Micro	13	40000	37	2920	1
Micro	13	40000	38	2920	0
Right	13	40000	39	2920	102
Left	13	40000	40	2920	65
Micro	13	40000	41	2920	0
Micro	13	40000	42	2920	0
Micro	13	40000	43	2920	0
Arab-Israeli	13	40000	44	2920	0
Micro	13	40000	45	2920	8
Right	13	40000	46	2920	17
Micro	13	40000	47	2920	6
Micro	13	40000	48	2920	1
Micro	13	40000	49	2920	1
Orthodox	13	40000	50	2920	2
Right	13	40000	51	2920	2
Left	13	40000	27	2930	146
Orthodox	13	40000	28	2930	13
Orthodox	13	40000	29	2930	8
Micro	13	40000	30	2930	8
Micro	13	40000	31	2930	0
Arab-Israeli	13	40000	32	2930	4
Micro	13	40000	33	2930	0
Right	13	40000	34	2930	10
Micro	13	40000	35	2930	2
Micro	13	40000	36	2930	0
Micro	13	40000	37	2930	1
Micro	13	40000	38	2930	0
Right	13	40000	39	2930	67
Left	13	40000	40	2930	24
Micro	13	40000	41	2930	1
Micro	13	40000	42	2930	1
Micro	13	40000	43	2930	0
Arab-Israeli	13	40000	44	2930	0
Micro	13	40000	45	2930	3
Right	13	40000	46	2930	21
Micro	13	40000	47	2930	6
Micro	13	40000	48	2930	3
Micro	13	40000	49	2930	1
Orthodox	13	40000	50	2930	5
Right	13	40000	51	2930	6
Left	13	40000	27	2940	118
Orthodox	13	40000	28	2940	8
Orthodox	13	40000	29	2940	11
Micro	13	40000	30	2940	12
Micro	13	40000	31	2940	1
Arab-Israeli	13	40000	32	2940	9
Micro	13	40000	33	2940	0
Right	13	40000	34	2940	5
Micro	13	40000	35	2940	0
Micro	13	40000	36	2940	1
Micro	13	40000	37	2940	0
Micro	13	40000	38	2940	1
Right	13	40000	39	2940	88
Left	13	40000	40	2940	26
Micro	13	40000	41	2940	0
Micro	13	40000	42	2940	0
Micro	13	40000	43	2940	0
Arab-Israeli	13	40000	44	2940	0
Micro	13	40000	45	2940	2
Right	13	40000	46	2940	22
Micro	13	40000	47	2940	10
Micro	13	40000	48	2940	0
Micro	13	40000	49	2940	2
Orthodox	13	40000	50	2940	2
Right	13	40000	51	2940	7
Left	13	40000	27	2970	153
Orthodox	13	40000	28	2970	10
Orthodox	13	40000	29	2970	0
Micro	13	40000	30	2970	1
Micro	13	40000	31	2970	0
Arab-Israeli	13	40000	32	2970	30
Micro	13	40000	33	2970	0
Right	13	40000	34	2970	3
Micro	13	40000	35	2970	2
Micro	13	40000	36	2970	3
Micro	13	40000	37	2970	0
Micro	13	40000	38	2970	0
Right	13	40000	39	2970	99
Left	13	40000	40	2970	42
Micro	13	40000	41	2970	0
Micro	13	40000	42	2970	0
Micro	13	40000	43	2970	2
Arab-Israeli	13	40000	44	2970	5
Micro	13	40000	45	2970	7
Right	13	40000	46	2970	15
Micro	13	40000	47	2970	12
Micro	13	40000	48	2970	1
Micro	13	40000	49	2970	2
Orthodox	13	40000	50	2970	7
Right	13	40000	51	2970	20
Left	13	40000	27	2980	154
Orthodox	13	40000	28	2980	15
Orthodox	13	40000	29	2980	11
Micro	13	40000	30	2980	12
Micro	13	40000	31	2980	0
Arab-Israeli	13	40000	32	2980	24
Micro	13	40000	33	2980	0
Right	13	40000	34	2980	5
Micro	13	40000	35	2980	1
Micro	13	40000	36	2980	0
Micro	13	40000	37	2980	0
Micro	13	40000	38	2980	0
Right	13	40000	39	2980	97
Left	13	40000	40	2980	54
Micro	13	40000	41	2980	1
Micro	13	40000	42	2980	0
Micro	13	40000	43	2980	0
Arab-Israeli	13	40000	44	2980	2
Micro	13	40000	45	2980	11
Right	13	40000	46	2980	7
Micro	13	40000	47	2980	0
Micro	13	40000	48	2980	0
Micro	13	40000	49	2980	1
Orthodox	13	40000	50	2980	5
Right	13	40000	51	2980	5
Left	13	40000	27	2990	161
Orthodox	13	40000	28	2990	9
Orthodox	13	40000	29	2990	17
Micro	13	40000	30	2990	11
Micro	13	40000	31	2990	0
Arab-Israeli	13	40000	32	2990	28
Micro	13	40000	33	2990	0
Right	13	40000	34	2990	7
Micro	13	40000	35	2990	0
Micro	13	40000	36	2990	0
Micro	13	40000	37	2990	0
Micro	13	40000	38	2990	0
Right	13	40000	39	2990	79
Left	13	40000	40	2990	40
Micro	13	40000	41	2990	0
Micro	13	40000	42	2990	2
Micro	13	40000	43	2990	2
Arab-Israeli	13	40000	44	2990	3
Micro	13	40000	45	2990	2
Right	13	40000	46	2990	11
Micro	13	40000	47	2990	14
Micro	13	40000	48	2990	1
Micro	13	40000	49	2990	4
Orthodox	13	40000	50	2990	4
Right	13	40000	51	2990	3
Left	13	40000	27	3010	150
Orthodox	13	40000	28	3010	12
Orthodox	13	40000	29	3010	13
Micro	13	40000	30	3010	2
Micro	13	40000	31	3010	0
Arab-Israeli	13	40000	32	3010	41
Micro	13	40000	33	3010	1
Right	13	40000	34	3010	3
Micro	13	40000	35	3010	1
Micro	13	40000	36	3010	0
Micro	13	40000	37	3010	0
Micro	13	40000	38	3010	1
Right	13	40000	39	3010	108
Left	13	40000	40	3010	37
Micro	13	40000	41	3010	0
Micro	13	40000	42	3010	0
Micro	13	40000	43	3010	0
Arab-Israeli	13	40000	44	3010	3
Micro	13	40000	45	3010	12
Right	13	40000	46	3010	11
Micro	13	40000	47	3010	4
Micro	13	40000	48	3010	1
Micro	13	40000	49	3010	0
Orthodox	13	40000	50	3010	9
Right	13	40000	51	3010	4
Left	13	40000	27	3030	124
Orthodox	13	40000	28	3030	4
Orthodox	13	40000	29	3030	4
Micro	13	40000	30	3030	8
Micro	13	40000	31	3030	0
Arab-Israeli	13	40000	32	3030	33
Micro	13	40000	33	3030	0
Right	13	40000	34	3030	7
Micro	13	40000	35	3030	0
Micro	13	40000	36	3030	2
Micro	13	40000	37	3030	1
Micro	13	40000	38	3030	1
Right	13	40000	39	3030	80
Left	13	40000	40	3030	46
Micro	13	40000	41	3030	1
Micro	13	40000	42	3030	0
Micro	13	40000	43	3030	0
Arab-Israeli	13	40000	44	3030	4
Micro	13	40000	45	3030	18
Right	13	40000	46	3030	25
Micro	13	40000	47	3030	14
Micro	13	40000	48	3030	2
Micro	13	40000	49	3030	7
Orthodox	13	40000	50	3030	17
Right	13	40000	51	3030	12
Left	13	40000	27	3050	185
Orthodox	13	40000	28	3050	26
Orthodox	13	40000	29	3050	15
Micro	13	40000	30	3050	7
Micro	13	40000	31	3050	0
Arab-Israeli	13	40000	32	3050	13
Micro	13	40000	33	3050	0
Right	13	40000	34	3050	14
Micro	13	40000	35	3050	1
Micro	13	40000	36	3050	1
Micro	13	40000	37	3050	1
Micro	13	40000	38	3050	0
Right	13	40000	39	3050	184
Left	13	40000	40	3050	31
Micro	13	40000	41	3050	0
Micro	13	40000	42	3050	2
Micro	13	40000	43	3050	1
Arab-Israeli	13	40000	44	3050	3
Micro	13	40000	45	3050	3
Right	13	40000	46	3050	20
Micro	13	40000	47	3050	8
Micro	13	40000	48	3050	2
Micro	13	40000	49	3050	7
Orthodox	13	40000	50	3050	21
Right	13	40000	51	3050	14
Left	13	40000	27	3060	109
Orthodox	13	40000	28	3060	8
Orthodox	13	40000	29	3060	7
Micro	13	40000	30	3060	1
Micro	13	40000	31	3060	0
Arab-Israeli	13	40000	32	3060	6
Micro	13	40000	33	3060	0
Right	13	40000	34	3060	10
Micro	13	40000	35	3060	0
Micro	13	40000	36	3060	0
Micro	13	40000	37	3060	0
Micro	13	40000	38	3060	0
Right	13	40000	39	3060	102
Left	13	40000	40	3060	28
Micro	13	40000	41	3060	1
Micro	13	40000	42	3060	2
Micro	13	40000	43	3060	1
Arab-Israeli	13	40000	44	3060	1
Micro	13	40000	45	3060	2
Right	13	40000	46	3060	17
Micro	13	40000	47	3060	8
Micro	13	40000	48	3060	0
Micro	13	40000	49	3060	7
Orthodox	13	40000	50	3060	10
Right	13	40000	51	3060	5
Left	13	40000	27	3070	98
Orthodox	13	40000	28	3070	23
Orthodox	13	40000	29	3070	17
Micro	13	40000	30	3070	7
Micro	13	40000	31	3070	1
Arab-Israeli	13	40000	32	3070	2
Micro	13	40000	33	3070	0
Right	13	40000	34	3070	3
Micro	13	40000	35	3070	0
Micro	13	40000	36	3070	2
Micro	13	40000	37	3070	0
Micro	13	40000	38	3070	0
Right	13	40000	39	3070	143
Left	13	40000	40	3070	30
Micro	13	40000	41	3070	0
Micro	13	40000	42	3070	1
