Bloc	Knesset	Locality	Party	Station	Votes
Micro	13	90000	35	1580	0
Micro	13	90000	36	1580	2
Micro	13	90000	37	1580	1
Micro	13	90000	38	1580	0
Right	13	90000	39	1580	166
Left	13	90000	40	1580	34
Micro	13	90000	41	1580	0
Micro	13	90000	42	1580	5
Micro	13	90000	43	1580	0
Arab-Israeli	13	90000	44	1580	1
Micro	13	90000	45	1580	0
Right	13	90000	46	1580	30
Micro	13	90000	47	1580	1
Micro	13	90000	48	1580	1
Micro	13	90000	49	1580	4
Orthodox	13	90000	50	1580	13
Right	13	90000	51	1580	11
Left	13	90000	27	1590	266
Orthodox	13	90000	28	1590	11
Orthodox	13	90000	29	1590	7
Micro	13	90000	30	1590	11
Micro	13	90000	31	1590	0
Arab-Israeli	13	90000	32	1590	0
Micro	13	90000	33	1590	0
Right	13	90000	34	1590	36
Micro	13	90000	35	1590	0
Micro	13	90000	36	1590	1
Micro	13	90000	37	1590	0
Micro	13	90000	38	1590	0
Right	13	90000	39	1590	205
Left	13	90000	40	1590	37
Micro	13	90000	41	1590	1
Micro	13	90000	42	1590	0
Micro	13	90000	43	1590	2
Arab-Israeli	13	90000	44	1590	1
Micro	13	90000	45	1590	0
Right	13	90000	46	1590	46
Micro	13	90000	47	1590	3
Micro	13	90000	48	1590	3
Micro	13	90000	49	1590	3
Orthodox	13	90000	50	1590	25
Right	13	90000	51	1590	14
Left	13	90000	27	1600	254
Orthodox	13	90000	28	1600	19
Orthodox	13	90000	29	1600	3
Micro	13	90000	30	1600	4
Micro	13	90000	31	1600	3
Arab-Israeli	13	90000	32	1600	0
Micro	13	90000	33	1600	0
Right	13	90000	34	1600	26
Micro	13	90000	35	1600	0
Micro	13	90000	36	1600	0
Micro	13	90000	37	1600	0
Micro	13	90000	38	1600	0
Right	13	90000	39	1600	190
Left	13	90000	40	1600	42
Micro	13	90000	41	1600	1
Micro	13	90000	42	1600	1
Micro	13	90000	43	1600	4
Arab-Israeli	13	90000	44	1600	1
Micro	13	90000	45	1600	0
Right	13	90000	46	1600	64
Micro	13	90000	47	1600	0
Micro	13	90000	48	1600	3
Micro	13	90000	49	1600	2
Orthodox	13	90000	50	1600	22
Right	13	90000	51	1600	10
Left	13	90000	27	1610	221
Orthodox	13	90000	28	1610	14
Orthodox	13	90000	29	1610	1
Micro	13	90000	30	1610	4
Micro	13	90000	31	1610	1
Arab-Israeli	13	90000	32	1610	0
Micro	13	90000	33	1610	0
Right	13	90000	34	1610	17
Micro	13	90000	35	1610	1
Micro	13	90000	36	1610	1
Micro	13	90000	37	1610	0
Micro	13	90000	38	1610	0
Right	13	90000	39	1610	114
Left	13	90000	40	1610	39
Micro	13	90000	41	1610	0
Micro	13	90000	42	1610	2
Micro	13	90000	43	1610	1
Arab-Israeli	13	90000	44	1610	0
Micro	13	90000	45	1610	0
Right	13	90000	46	1610	36
Micro	13	90000	47	1610	1
Micro	13	90000	48	1610	1
Micro	13	90000	49	1610	4
Orthodox	13	90000	50	1610	16
Right	13	90000	51	1610	3
Left	13	90000	27	1620	107
Orthodox	13	90000	28	1620	12
Orthodox	13	90000	29	1620	2
Micro	13	90000	30	1620	1
Micro	13	90000	31	1620	2
Arab-Israeli	13	90000	32	1620	0
Micro	13	90000	33	1620	0
Right	13	90000	34	1620	15
Micro	13	90000	35	1620	1
Micro	13	90000	36	1620	0
Micro	13	90000	37	1620	0
Micro	13	90000	38	1620	0
Right	13	90000	39	1620	243
Left	13	90000	40	1620	14
Micro	13	90000	41	1620	0
Micro	13	90000	42	1620	0
Micro	13	90000	43	1620	0
Arab-Israeli	13	90000	44	1620	1
Micro	13	90000	45	1620	0
Right	13	90000	46	1620	11
Micro	13	90000	47	1620	1
Micro	13	90000	48	1620	2
Micro	13	90000	49	1620	3
Orthodox	13	90000	50	1620	14
Right	13	90000	51	1620	9
Left	13	90000	27	1630	312
Orthodox	13	90000	28	1630	13
Orthodox	13	90000	29	1630	4
Micro	13	90000	30	1630	6
Micro	13	90000	31	1630	3
Arab-Israeli	13	90000	32	1630	0
Micro	13	90000	33	1630	0
Right	13	90000	34	1630	10
Micro	13	90000	35	1630	0
Micro	13	90000	36	1630	2
Micro	13	90000	37	1630	0
Micro	13	90000	38	1630	0
Right	13	90000	39	1630	116
Left	13	90000	40	1630	54
Micro	13	90000	41	1630	0
Micro	13	90000	42	1630	0
Micro	13	90000	43	1630	0
Arab-Israeli	13	90000	44	1630	0
Micro	13	90000	45	1630	0
Right	13	90000	46	1630	33
Micro	13	90000	47	1630	0
Micro	13	90000	48	1630	0
Micro	13	90000	49	1630	6
Orthodox	13	90000	50	1630	16
Right	13	90000	51	1630	12
Left	13	90000	27	1641	213
Orthodox	13	90000	28	1641	27
Orthodox	13	90000	29	1641	6
Micro	13	90000	30	1641	1
Micro	13	90000	31	1641	1
Arab-Israeli	13	90000	32	1641	0
Micro	13	90000	33	1641	0
Right	13	90000	34	1641	13
Micro	13	90000	35	1641	0
Micro	13	90000	36	1641	0
Micro	13	90000	37	1641	0
Micro	13	90000	38	1641	0
Right	13	90000	39	1641	126
Left	13	90000	40	1641	40
Micro	13	90000	41	1641	7
Micro	13	90000	42	1641	0
Micro	13	90000	43	1641	0
Arab-Israeli	13	90000	44	1641	0
Micro	13	90000	45	1641	0
Right	13	90000	46	1641	30
Micro	13	90000	47	1641	0
Micro	13	90000	48	1641	1
Micro	13	90000	49	1641	2
Orthodox	13	90000	50	1641	18
Right	13	90000	51	1641	4
Left	13	90000	27	1642	200
Orthodox	13	90000	28	1642	27
Orthodox	13	90000	29	1642	9
Micro	13	90000	30	1642	5
Micro	13	90000	31	1642	1
Arab-Israeli	13	90000	32	1642	1
Micro	13	90000	33	1642	0
Right	13	90000	34	1642	18
Micro	13	90000	35	1642	0
Micro	13	90000	36	1642	0
Micro	13	90000	37	1642	0
Micro	13	90000	38	1642	1
Right	13	90000	39	1642	118
Left	13	90000	40	1642	43
Micro	13	90000	41	1642	0
Micro	13	90000	42	1642	0
Micro	13	90000	43	1642	1
Arab-Israeli	13	90000	44	1642	0
Micro	13	90000	45	1642	0
Right	13	90000	46	1642	44
Micro	13	90000	47	1642	3
Micro	13	90000	48	1642	1
Micro	13	90000	49	1642	6
Orthodox	13	90000	50	1642	6
Right	13	90000	51	1642	4
Left	13	90000	27	1650	217
Orthodox	13	90000	28	1650	20
Orthodox	13	90000	29	1650	13
Micro	13	90000	30	1650	1
Micro	13	90000	31	1650	2
Arab-Israeli	13	90000	32	1650	0
Micro	13	90000	33	1650	1
Right	13	90000	34	1650	17
Micro	13	90000	35	1650	1
Micro	13	90000	36	1650	2
Micro	13	90000	37	1650	0
Micro	13	90000	38	1650	0
Right	13	90000	39	1650	116
Left	13	90000	40	1650	28
Micro	13	90000	41	1650	0
Micro	13	90000	42	1650	1
Micro	13	90000	43	1650	0
Arab-Israeli	13	90000	44	1650	0
Micro	13	90000	45	1650	0
Right	13	90000	46	1650	46
Micro	13	90000	47	1650	1
Micro	13	90000	48	1650	1
Micro	13	90000	49	1650	3
Orthodox	13	90000	50	1650	22
Right	13	90000	51	1650	14
Left	13	90000	27	1660	160
Orthodox	13	90000	28	1660	8
Orthodox	13	90000	29	1660	7
Micro	13	90000	30	1660	3
Micro	13	90000	31	1660	0
Arab-Israeli	13	90000	32	1660	0
Micro	13	90000	33	1660	0
Right	13	90000	34	1660	6
Micro	13	90000	35	1660	0
Micro	13	90000	36	1660	0
Micro	13	90000	37	1660	0
Micro	13	90000	38	1660	0
Right	13	90000	39	1660	102
Left	13	90000	40	1660	37
Micro	13	90000	41	1660	0
Micro	13	90000	42	1660	0
Micro	13	90000	43	1660	0
Arab-Israeli	13	90000	44	1660	0
Micro	13	90000	45	1660	3
Right	13	90000	46	1660	17
Micro	13	90000	47	1660	0
Micro	13	90000	48	1660	0
Micro	13	90000	49	1660	2
Orthodox	13	90000	50	1660	6
Right	13	90000	51	1660	4
Left	13	90000	27	1670	318
Orthodox	13	90000	28	1670	16
Orthodox	13	90000	29	1670	3
Micro	13	90000	30	1670	0
Micro	13	90000	31	1670	1
Arab-Israeli	13	90000	32	1670	1
Micro	13	90000	33	1670	0
Right	13	90000	34	1670	31
Micro	13	90000	35	1670	2
Micro	13	90000	36	1670	2
Micro	13	90000	37	1670	0
Micro	13	90000	38	1670	0
Right	13	90000	39	1670	152
Left	13	90000	40	1670	52
Micro	13	90000	41	1670	0
Micro	13	90000	42	1670	1
Micro	13	90000	43	1670	1
Arab-Israeli	13	90000	44	1670	0
Micro	13	90000	45	1670	0
Right	13	90000	46	1670	48
Micro	13	90000	47	1670	0
Micro	13	90000	48	1670	0
Micro	13	90000	49	1670	4
Orthodox	13	90000	50	1670	18
Right	13	90000	51	1670	25
Left	13	90000	27	1680	223
Orthodox	13	90000	28	1680	11
Orthodox	13	90000	29	1680	6
Micro	13	90000	30	1680	0
Micro	13	90000	31	1680	0
Arab-Israeli	13	90000	32	1680	0
Micro	13	90000	33	1680	0
Right	13	90000	34	1680	22
Micro	13	90000	35	1680	0
Micro	13	90000	36	1680	1
Micro	13	90000	37	1680	2
Micro	13	90000	38	1680	0
Right	13	90000	39	1680	170
Left	13	90000	40	1680	42
Micro	13	90000	41	1680	0
Micro	13	90000	42	1680	2
Micro	13	90000	43	1680	0
Arab-Israeli	13	90000	44	1680	0
Micro	13	90000	45	1680	0
Right	13	90000	46	1680	35
Micro	13	90000	47	1680	1
Micro	13	90000	48	1680	2
Micro	13	90000	49	1680	1
Orthodox	13	90000	50	1680	24
Right	13	90000	51	1680	15
Left	13	90000	27	1690	342
Orthodox	13	90000	28	1690	13
Orthodox	13	90000	29	1690	1
Micro	13	90000	30	1690	2
Micro	13	90000	31	1690	2
Arab-Israeli	13	90000	32	1690	0
Micro	13	90000	33	1690	0
Right	13	90000	34	1690	20
Micro	13	90000	35	1690	1
Micro	13	90000	36	1690	0
Micro	13	90000	37	1690	0
Micro	13	90000	38	1690	0
Right	13	90000	39	1690	111
Left	13	90000	40	1690	50
Micro	13	90000	41	1690	0
Micro	13	90000	42	1690	0
Micro	13	90000	43	1690	2
Arab-Israeli	13	90000	44	1690	1
Micro	13	90000	45	1690	0
Right	13	90000	46	1690	50
Micro	13	90000	47	1690	4
Micro	13	90000	48	1690	2
Micro	13	90000	49	1690	3
Orthodox	13	90000	50	1690	5
Right	13	90000	51	1690	7
Left	13	90000	27	1700	202
Orthodox	13	90000	28	1700	11
Orthodox	13	90000	29	1700	4
Micro	13	90000	30	1700	4
Micro	13	90000	31	1700	0
Arab-Israeli	13	90000	32	1700	0
Micro	13	90000	33	1700	0
Right	13	90000	34	1700	14
Micro	13	90000	35	1700	0
Micro	13	90000	36	1700	1
Micro	13	90000	37	1700	0
Micro	13	90000	38	1700	0
Right	13	90000	39	1700	148
Left	13	90000	40	1700	32
Micro	13	90000	41	1700	0
Micro	13	90000	42	1700	0
Micro	13	90000	43	1700	1
Arab-Israeli	13	90000	44	1700	0
Micro	13	90000	45	1700	0
Right	13	90000	46	1700	37
Micro	13	90000	47	1700	2
Micro	13	90000	48	1700	0
Micro	13	90000	49	1700	4
Orthodox	13	90000	50	1700	16
Right	13	90000	51	1700	4
Left	13	90000	27	1710	261
Orthodox	13	90000	28	1710	9
Orthodox	13	90000	29	1710	3
Micro	13	90000	30	1710	2
Micro	13	90000	31	1710	2
Arab-Israeli	13	90000	32	1710	0
Micro	13	90000	33	1710	1
Right	13	90000	34	1710	22
Micro	13	90000	35	1710	0
Micro	13	90000	36	1710	0
Micro	13	90000	37	1710	0
Micro	13	90000	38	1710	0
Right	13	90000	39	1710	129
Left	13	90000	40	1710	42
Micro	13	90000	41	1710	1
Micro	13	90000	42	1710	0
Micro	13	90000	43	1710	1
Arab-Israeli	13	90000	44	1710	0
Micro	13	90000	45	1710	0
Right	13	90000	46	1710	45
Micro	13	90000	47	1710	2
Micro	13	90000	48	1710	6
Micro	13	90000	49	1710	7
Orthodox	13	90000	50	1710	28
Right	13	90000	51	1710	18
Left	13	90000	27	2000	123
Orthodox	13	90000	28	2000	6
Orthodox	13	90000	29	2000	0
Micro	13	90000	30	2000	7
Micro	13	90000	31	2000	0
Arab-Israeli	13	90000	32	2000	2
Micro	13	90000	33	2000	0
Right	13	90000	34	2000	28
Micro	13	90000	35	2000	0
Micro	13	90000	36	2000	0
Micro	13	90000	37	2000	0
Micro	13	90000	38	2000	0
Right	13	90000	39	2000	73
Left	13	90000	40	2000	27
Micro	13	90000	41	2000	0
Micro	13	90000	42	2000	1
Micro	13	90000	43	2000	0
Arab-Israeli	13	90000	44	2000	0
Micro	13	90000	45	2000	0
Right	13	90000	46	2000	18
Micro	13	90000	47	2000	8
Micro	13	90000	48	2000	0
Micro	13	90000	49	2000	11
Orthodox	13	90000	50	2000	9
Right	13	90000	51	2000	16
Left	13	90000	27	9900	7
Orthodox	13	90000	28	9900	2
Orthodox	13	90000	29	9900	0
Micro	13	90000	30	9900	0
Micro	13	90000	31	9900	0
Arab-Israeli	13	90000	32	9900	0
Micro	13	90000	33	9900	0
Right	13	90000	34	9900	0
Micro	13	90000	35	9900	0
Micro	13	90000	36	9900	0
Micro	13	90000	37	9900	0
Micro	13	90000	38	9900	0
Right	13	90000	39	9900	14
Left	13	90000	40	9900	0
Micro	13	90000	41	9900	0
Micro	13	90000	42	9900	0
Micro	13	90000	43	9900	0
Arab-Israeli	13	90000	44	9900	0
Micro	13	90000	45	9900	0
Right	13	90000	46	9900	0
Micro	13	90000	47	9900	0
Micro	13	90000	48	9900	0
Micro	13	90000	49	9900	0
Orthodox	13	90000	50	9900	2
Right	13	90000	51	9900	1
Left	13	91000	27	20	172
Orthodox	13	91000	28	20	6
Orthodox	13	91000	29	20	2
Micro	13	91000	30	20	7
Micro	13	91000	31	20	1
Arab-Israeli	13	91000	32	20	0
Micro	13	91000	33	20	0
Right	13	91000	34	20	8
Micro	13	91000	35	20	1
Micro	13	91000	36	20	0
Micro	13	91000	37	20	0
Micro	13	91000	38	20	0
Right	13	91000	39	20	85
Left	13	91000	40	20	58
Micro	13	91000	41	20	0
Micro	13	91000	42	20	1
Micro	13	91000	43	20	1
Arab-Israeli	13	91000	44	20	0
Micro	13	91000	45	20	0
Right	13	91000	46	20	21
Micro	13	91000	47	20	1
Micro	13	91000	48	20	3
Micro	13	91000	49	20	1
Orthodox	13	91000	50	20	4
Right	13	91000	51	20	2
Left	13	91000	27	30	267
Orthodox	13	91000	28	30	10
Orthodox	13	91000	29	30	1
Micro	13	91000	30	30	1
Micro	13	91000	31	30	2
Arab-Israeli	13	91000	32	30	2
Micro	13	91000	33	30	0
Right	13	91000	34	30	24
Micro	13	91000	35	30	0
Micro	13	91000	36	30	0
Micro	13	91000	37	30	1
Micro	13	91000	38	30	0
Right	13	91000	39	30	217
Left	13	91000	40	30	52
Micro	13	91000	41	30	0
Micro	13	91000	42	30	3
Micro	13	91000	43	30	0
Arab-Israeli	13	91000	44	30	0
Micro	13	91000	45	30	0
Right	13	91000	46	30	48
Micro	13	91000	47	30	0
Micro	13	91000	48	30	0
Micro	13	91000	49	30	0
Orthodox	13	91000	50	30	7
Right	13	91000	51	30	7
Left	13	91000	27	40	329
Orthodox	13	91000	28	40	18
Orthodox	13	91000	29	40	3
Micro	13	91000	30	40	2
Micro	13	91000	31	40	1
Arab-Israeli	13	91000	32	40	0
Micro	13	91000	33	40	0
Right	13	91000	34	40	18
Micro	13	91000	35	40	0
Micro	13	91000	36	40	0
Micro	13	91000	37	40	0
Micro	13	91000	38	40	1
Right	13	91000	39	40	166
Left	13	91000	40	40	78
Micro	13	91000	41	40	0
Micro	13	91000	42	40	2
Micro	13	91000	43	40	0
Arab-Israeli	13	91000	44	40	0
Micro	13	91000	45	40	0
Right	13	91000	46	40	42
Micro	13	91000	47	40	6
Micro	13	91000	48	40	0
Micro	13	91000	49	40	1
Orthodox	13	91000	50	40	8
Right	13	91000	51	40	5
Left	13	91000	27	50	314
Orthodox	13	91000	28	50	10
Orthodox	13	91000	29	50	1
Micro	13	91000	30	50	3
Micro	13	91000	31	50	4
Arab-Israeli	13	91000	32	50	0
Micro	13	91000	33	50	0
Right	13	91000	34	50	17
Micro	13	91000	35	50	0
Micro	13	91000	36	50	1
Micro	13	91000	37	50	1
Micro	13	91000	38	50	0
Right	13	91000	39	50	139
Left	13	91000	40	50	58
Micro	13	91000	41	50	0
Micro	13	91000	42	50	0
Micro	13	91000	43	50	0
Arab-Israeli	13	91000	44	50	0
Micro	13	91000	45	50	0
Right	13	91000	46	50	59
Micro	13	91000	47	50	2
Micro	13	91000	48	50	1
Micro	13	91000	49	50	3
Orthodox	13	91000	50	50	7
Right	13	91000	51	50	7
Left	13	91000	27	110	132
Orthodox	13	91000	28	110	15
Orthodox	13	91000	29	110	5
Micro	13	91000	30	110	2
Micro	13	91000	31	110	0
Arab-Israeli	13	91000	32	110	0
Micro	13	91000	33	110	0
Right	13	91000	34	110	39
Micro	13	91000	35	110	0
Micro	13	91000	36	110	2
Micro	13	91000	37	110	1
Micro	13	91000	38	110	0
Right	13	91000	39	110	356
Left	13	91000	40	110	17
Micro	13	91000	41	110	0
Micro	13	91000	42	110	0
Micro	13	91000	43	110	0
Arab-Israeli	13	91000	44	110	0
Micro	13	91000	45	110	0
Right	13	91000	46	110	51
Micro	13	91000	47	110	4
Micro	13	91000	48	110	0
Micro	13	91000	49	110	2
Orthodox	13	91000	50	110	41
Right	13	91000	51	110	8
Left	13	91000	27	120	200
Orthodox	13	91000	28	120	13
Orthodox	13	91000	29	120	5
Micro	13	91000	30	120	9
Micro	13	91000	31	120	4
Arab-Israeli	13	91000	32	120	1
Micro	13	91000	33	120	0
Right	13	91000	34	120	10
Micro	13	91000	35	120	0
Micro	13	91000	36	120	1
Micro	13	91000	37	120	1
Micro	13	91000	38	120	0
Right	13	91000	39	120	302
Left	13	91000	40	120	27
Micro	13	91000	41	120	1
Micro	13	91000	42	120	5
Micro	13	91000	43	120	0
Arab-Israeli	13	91000	44	120	0
Micro	13	91000	45	120	0
Right	13	91000	46	120	33
Micro	13	91000	47	120	6
Micro	13	91000	48	120	0
Micro	13	91000	49	120	0
Orthodox	13	91000	50	120	35
Right	13	91000	51	120	4
Left	13	91000	27	140	198
Orthodox	13	91000	28	140	9
Orthodox	13	91000	29	140	5
Micro	13	91000	30	140	8
Micro	13	91000	31	140	1
Arab-Israeli	13	91000	32	140	0
Micro	13	91000	33	140	0
Right	13	91000	34	140	16
Micro	13	91000	35	140	0
Micro	13	91000	36	140	0
Micro	13	91000	37	140	0
Micro	13	91000	38	140	0
Right	13	91000	39	140	219
Left	13	91000	40	140	18
Micro	13	91000	41	140	0
Micro	13	91000	42	140	1
Micro	13	91000	43	140	1
Arab-Israeli	13	91000	44	140	2
Micro	13	91000	45	140	0
Right	13	91000	46	140	34
Micro	13	91000	47	140	4
Micro	13	91000	48	140	1
Micro	13	91000	49	140	0
Orthodox	13	91000	50	140	17
Right	13	91000	51	140	2
Left	13	91000	27	150	178
Orthodox	13	91000	28	150	16
Orthodox	13	91000	29	150	6
Micro	13	91000	30	150	5
Micro	13	91000	31	150	0
Arab-Israeli	13	91000	32	150	1
Micro	13	91000	33	150	1
Right	13	91000	34	150	15
Micro	13	91000	35	150	1
Micro	13	91000	36	150	1
Micro	13	91000	37	150	0
Micro	13	91000	38	150	1
Right	13	91000	39	150	280
Left	13	91000	40	150	14
Micro	13	91000	41	150	0
Micro	13	91000	42	150	2
Micro	13	91000	43	150	2
Arab-Israeli	13	91000	44	150	0
Micro	13	91000	45	150	0
Right	13	91000	46	150	30
Micro	13	91000	47	150	2
Micro	13	91000	48	150	1
Micro	13	91000	49	150	4
Orthodox	13	91000	50	150	15
Right	13	91000	51	150	9
Left	13	91000	27	180	99
Orthodox	13	91000	28	180	9
Orthodox	13	91000	29	180	54
Micro	13	91000	30	180	2
Micro	13	91000	31	180	1
Arab-Israeli	13	91000	32	180	0
Micro	13	91000	33	180	0
Right	13	91000	34	180	8
Micro	13	91000	35	180	1
Micro	13	91000	36	180	1
Micro	13	91000	37	180	0
Micro	13	91000	38	180	0
Right	13	91000	39	180	268
Left	13	91000	40	180	19
Micro	13	91000	41	180	0
Micro	13	91000	42	180	0
Micro	13	91000	43	180	0
Arab-Israeli	13	91000	44	180	0
Micro	13	91000	45	180	0
Right	13	91000	46	180	29
Micro	13	91000	47	180	1
Micro	13	91000	48	180	0
Micro	13	91000	49	180	1
Orthodox	13	91000	50	180	20
Right	13	91000	51	180	7
Left	13	91000	27	190	187
Orthodox	13	91000	28	190	17
Orthodox	13	91000	29	190	12
Micro	13	91000	30	190	5
Micro	13	91000	31	190	0
Arab-Israeli	13	91000	32	190	0
Micro	13	91000	33	190	0
Right	13	91000	34	190	11
Micro	13	91000	35	190	0
Micro	13	91000	36	190	1
Micro	13	91000	37	190	0
Micro	13	91000	38	190	2
Right	13	91000	39	190	204
Left	13	91000	40	190	7
Micro	13	91000	41	190	0
Micro	13	91000	42	190	1
Micro	13	91000	43	190	0
Arab-Israeli	13	91000	44	190	0
Micro	13	91000	45	190	0
Right	13	91000	46	190	22
Micro	13	91000	47	190	5
Micro	13	91000	48	190	2
Micro	13	91000	49	190	0
Orthodox	13	91000	50	190	38
Right	13	91000	51	190	2
Left	13	91000	27	200	181
Orthodox	13	91000	28	200	20
Orthodox	13	91000	29	200	8
Micro	13	91000	30	200	0
Micro	13	91000	31	200	0
Arab-Israeli	13	91000	32	200	0
Micro	13	91000	33	200	0
Right	13	91000	34	200	7
Micro	13	91000	35	200	0
Micro	13	91000	36	200	0
Micro	13	91000	37	200	0
Micro	13	91000	38	200	2
Right	13	91000	39	200	192
Left	13	91000	40	200	19
Micro	13	91000	41	200	0
Micro	13	91000	42	200	0
Micro	13	91000	43	200	0
Arab-Israeli	13	91000	44	200	0
Micro	13	91000	45	200	1
Right	13	91000	46	200	14
Micro	13	91000	47	200	4
Micro	13	91000	48	200	0
Micro	13	91000	49	200	2
Orthodox	13	91000	50	200	18
Right	13	91000	51	200	4
Left	13	91000	27	210	189
Orthodox	13	91000	28	210	19
Orthodox	13	91000	29	210	8
Micro	13	91000	30	210	1
Micro	13	91000	31	210	0
Arab-Israeli	13	91000	32	210	1
Micro	13	91000	33	210	0
Right	13	91000	34	210	6
Micro	13	91000	35	210	1
Micro	13	91000	36	210	1
Micro	13	91000	37	210	0
Micro	13	91000	38	210	0
Right	13	91000	39	210	216
Left	13	91000	40	210	21
Micro	13	91000	41	210	0
Micro	13	91000	42	210	2
Micro	13	91000	43	210	1
Arab-Israeli	13	91000	44	210	0
Micro	13	91000	45	210	0
Right	13	91000	46	210	25
Micro	13	91000	47	210	1
Micro	13	91000	48	210	0
Micro	13	91000	49	210	1
Orthodox	13	91000	50	210	22
Right	13	91000	51	210	3
Left	13	91000	27	220	154
Orthodox	13	91000	28	220	10
Orthodox	13	91000	29	220	11
Micro	13	91000	30	220	0
Micro	13	91000	31	220	0
Arab-Israeli	13	91000	32	220	0
Micro	13	91000	33	220	0
Right	13	91000	34	220	9
Micro	13	91000	35	220	0
Micro	13	91000	36	220	0
Micro	13	91000	37	220	0
Micro	13	91000	38	220	0
Right	13	91000	39	220	170
Left	13	91000	40	220	7
Micro	13	91000	41	220	3
Micro	13	91000	42	220	1
Micro	13	91000	43	220	1
Arab-Israeli	13	91000	44	220	0
Micro	13	91000	45	220	0
Right	13	91000	46	220	15
Micro	13	91000	47	220	0
Micro	13	91000	48	220	0
Micro	13	91000	49	220	1
Orthodox	13	91000	50	220	21
Right	13	91000	51	220	3
Left	13	91000	27	230	106
Orthodox	13	91000	28	230	15
Orthodox	13	91000	29	230	25
Micro	13	91000	30	230	4
Micro	13	91000	31	230	0
Arab-Israeli	13	91000	32	230	0
Micro	13	91000	33	230	0
Right	13	91000	34	230	5
Micro	13	91000	35	230	1
Micro	13	91000	36	230	0
Micro	13	91000	37	230	1
Micro	13	91000	38	230	10
Right	13	91000	39	230	263
Left	13	91000	40	230	10
Micro	13	91000	41	230	0
Micro	13	91000	42	230	4
Micro	13	91000	43	230	1
Arab-Israeli	13	91000	44	230	0
Micro	13	91000	45	230	0
Right	13	91000	46	230	16
Micro	13	91000	47	230	7
Micro	13	91000	48	230	1
Micro	13	91000	49	230	0
Orthodox	13	91000	50	230	34
Right	13	91000	51	230	7
Left	13	91000	27	240	103
Orthodox	13	91000	28	240	40
Orthodox	13	91000	29	240	10
Micro	13	91000	30	240	5
Micro	13	91000	31	240	2
Arab-Israeli	13	91000	32	240	0
Micro	13	91000	33	240	0
Right	13	91000	34	240	28
Micro	13	91000	35	240	0
Micro	13	91000	36	240	2
Micro	13	91000	37	240	1
Micro	13	91000	38	240	1
Right	13	91000	39	240	300
Left	13	91000	40	240	9
Micro	13	91000	41	240	0
Micro	13	91000	42	240	0
Micro	13	91000	43	240	0
Arab-Israeli	13	91000	44	240	0
Micro	13	91000	45	240	0
Right	13	91000	46	240	32
Micro	13	91000	47	240	4
Micro	13	91000	48	240	1
Micro	13	91000	49	240	0
Orthodox	13	91000	50	240	38
Right	13	91000	51	240	14
Left	13	91000	27	310	279
Orthodox	13	91000	28	310	21
Orthodox	13	91000	29	310	2
Micro	13	91000	30	310	5
Micro	13	91000	31	310	4
Arab-Israeli	13	91000	32	310	0
Micro	13	91000	33	310	1
Right	13	91000	34	310	16
Micro	13	91000	35	310	1
Micro	13	91000	36	310	0
Micro	13	91000	37	310	0
Micro	13	91000	38	310	0
Right	13	91000	39	310	206
Left	13	91000	40	310	36
Micro	13	91000	41	310	1
Micro	13	91000	42	310	0
Micro	13	91000	43	310	0
Arab-Israeli	13	91000	44	310	0
Micro	13	91000	45	310	0
Right	13	91000	46	310	48
Micro	13	91000	47	310	1
Micro	13	91000	48	310	0
Micro	13	91000	49	310	0
Orthodox	13	91000	50	310	8
Right	13	91000	51	310	1
Left	13	91000	27	320	211
Orthodox	13	91000	28	320	23
Orthodox	13	91000	29	320	3
Micro	13	91000	30	320	0
Micro	13	91000	31	320	3
Arab-Israeli	13	91000	32	320	0
Micro	13	91000	33	320	0
Right	13	91000	34	320	32
Micro	13	91000	35	320	0
Micro	13	91000	36	320	0
Micro	13	91000	37	320	0
Micro	13	91000	38	320	2
Right	13	91000	39	320	189
Left	13	91000	40	320	28
Micro	13	91000	41	320	0
Micro	13	91000	42	320	1
Micro	13	91000	43	320	0
Arab-Israeli	13	91000	44	320	0
Micro	13	91000	45	320	0
Right	13	91000	46	320	56
Micro	13	91000	47	320	2
Micro	13	91000	48	320	0
Micro	13	91000	49	320	0
Orthodox	13	91000	50	320	23
Right	13	91000	51	320	8
Left	13	91000	27	340	283
Orthodox	13	91000	28	340	13
Orthodox	13	91000	29	340	2
Micro	13	91000	30	340	4
Micro	13	91000	31	340	0
Arab-Israeli	13	91000	32	340	0
Micro	13	91000	33	340	1
Right	13	91000	34	340	8
Micro	13	91000	35	340	0
Micro	13	91000	36	340	1
Micro	13	91000	37	340	0
Micro	13	91000	38	340	0
Right	13	91000	39	340	192
Left	13	91000	40	340	38
Micro	13	91000	41	340	0
Micro	13	91000	42	340	1
Micro	13	91000	43	340	1
Arab-Israeli	13	91000	44	340	0
Micro	13	91000	45	340	0
Right	13	91000	46	340	40
Micro	13	91000	47	340	2
Micro	13	91000	48	340	4
Micro	13	91000	49	340	1
Orthodox	13	91000	50	340	13
Right	13	91000	51	340	12
Left	13	91000	27	350	187
Orthodox	13	91000	28	350	9
Orthodox	13	91000	29	350	21
Micro	13	91000	30	350	11
Micro	13	91000	31	350	3
Arab-Israeli	13	91000	32	350	1
Micro	13	91000	33	350	0
Right	13	91000	34	350	22
Micro	13	91000	35	350	0
Micro	13	91000	36	350	0
Micro	13	91000	37	350	1
Micro	13	91000	38	350	0
Right	13	91000	39	350	292
